neuron_name,electrode_code,full_location,region_abbr
times_manual_GA1-REC3_unit_1,REC,ctx-rh-entorhinal,ERC
times_manual_GA1-REC4_unit_1,REC,ctx-rh-entorhinal,ERC
times_manual_GA1-REC5_unit_1,REC,ctx-rh-entorhinal,ERC
times_manual_GA1-REC5_unit_2,REC,ctx-rh-entorhinal,ERC
times_manual_GA2-RA7_unit_1,RA,Unknown,AMY
times_manual_GA2-RA7_unit_2,RA,Unknown,AMY
times_manual_GA3-RMH1_unit_1,RMH,Right-Hippocampus,HPC
times_manual_GA3-RMH1_unit_2,RMH,Right-Hippocampus,HPC
times_manual_GA3-RMH1_unit_3,RMH,Right-Hippocampus,HPC
times_manual_GA3-RMH2_unit_1,RMH,Right-Hippocampus,HPC
times_manual_GA3-RMH3_unit_1,RMH,Right-Hippocampus,HPC
times_manual_GA3-RMH4_unit_1,RMH,Right-Hippocampus,HPC
times_manual_GA3-RMH4_unit_2,RMH,Right-Hippocampus,HPC
times_manual_GA3-RMH5_unit_1,RMH,Right-Hippocampus,HPC
times_manual_GA3-RMH5_unit_2,RMH,Right-Hippocampus,HPC
times_manual_GA3-RMH6_unit_1,RMH,Right-Hippocampus,HPC
times_manual_GA3-RMH7_unit_1,RMH,Right-Hippocampus,HPC
times_manual_GA3-RMH8_unit_1,RMH,Right-Hippocampus,HPC
times_manual_GA4-RPHG1_unit_1,RPHG,ctx-rh-parahippocampal,PHC
times_manual_GA4-RPHG1_unit_2,RPHG,ctx-rh-parahippocampal,PHC
times_manual_GA4-RPHG3_unit_1,RPHG,ctx-rh-parahippocampal,PHC
times_manual_GA4-RPHG4_unit_1,RPHG,ctx-rh-parahippocampal,PHC
times_manual_GA4-RPHG4_unit_2,RPHG,ctx-rh-parahippocampal,PHC
times_manual_GA4-RPHG5_unit_1,RPHG,ctx-rh-parahippocampal,PHC
times_manual_GA4-RPHG6_unit_1,RPHG,ctx-rh-parahippocampal,PHC
times_manual_GA4-RPHG6_unit_2,RPHG,ctx-rh-parahippocampal,PHC
times_manual_GA4-RPHG7_unit_1,RPHG,ctx-rh-parahippocampal,PHC
times_manual_GB1-LA1_unit_1,LA,Left-Amygdala,AMY
times_manual_GB1-LA1_unit_2,LA,Left-Amygdala,AMY
times_manual_GB1-LA2_unit_1,LA,Left-Amygdala,AMY
times_manual_GB1-LA2_unit_2,LA,Left-Amygdala,AMY
times_manual_GB1-LA2_unit_3,LA,Left-Amygdala,AMY
times_manual_GB1-LA3_unit_1,LA,Left-Amygdala,AMY
times_manual_GB1-LA3_unit_2,LA,Left-Amygdala,AMY
times_manual_GB1-LA5_unit_1,LA,Left-Amygdala,AMY
times_manual_GB1-LA6_unit_1,LA,Left-Amygdala,AMY
times_manual_GB1-LA6_unit_2,LA,Left-Amygdala,AMY
times_manual_GB1-LA7_unit_1,LA,Left-Amygdala,AMY
times_manual_GB1-LA8_unit_1,LA,Left-Amygdala,AMY
times_manual_GB1-LA8_unit_2,LA,Left-Amygdala,AMY
times_manual_GB2-LMH1_unit_1,LMH,Left-Hippocampus,HPC
times_manual_GB2-LMH2_unit_1,LMH,Left-Hippocampus,HPC
