neuron_name,electrode_code,full_location,region_abbr
times_manual_GA1-RA1_unit_1,RA,ctx-rh-entorhinal,ERC
times_manual_GA1-RA2_unit_1,RA,ctx-rh-entorhinal,ERC
times_manual_GA1-RA2_unit_2,RA,ctx-rh-entorhinal,ERC
times_manual_GA1-RA3_unit_1,RA,ctx-rh-entorhinal,ERC
times_manual_GA1-RA4_unit_1,RA,ctx-rh-entorhinal,ERC
times_manual_GA1-RA4_unit_2,RA,ctx-rh-entorhinal,ERC
times_manual_GA1-RA5_unit_1,RA,ctx-rh-entorhinal,ERC
times_manual_GA1-RA6_unit_1,RA,ctx-rh-entorhinal,ERC
times_manual_GA1-RA7_unit_1,RA,ctx-rh-entorhinal,ERC
times_manual_GA1-RA7_unit_2,RA,ctx-rh-entorhinal,ERC
times_manual_GA1-RA8_unit_1,RA,ctx-rh-entorhinal,ERC
times_manual_GA3-RPH2_unit_1,RPH,Right-Cerebral-White-Matter,PHC
times_manual_GA4-RFSG1_unit_1,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG1_unit_2,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG2_unit_1,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG2_unit_2,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG3_unit_1,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG3_unit_2,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG3_unit_3,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG4_unit_1,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG4_unit_2,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG4_unit_3,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG5_unit_1,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG5_unit_2,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG6_unit_1,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG6_unit_2,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG7_unit_1,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG8_unit_1,RFSG,ctx-rh-fusiform,FUS
times_manual_GA4-RFSG8_unit_2,RFSG,ctx-rh-fusiform,FUS
times_manual_GB1-ROF2_unit_1,ROF,Right-Cerebral-White-Matter,FC
times_manual_GB1-ROF4_unit_1,ROF,Right-Cerebral-White-Matter,FC
times_manual_GB1-ROF8_unit_1,ROF,Right-Cerebral-White-Matter,FC
times_manual_GB3-ROPR-AI6_unit_1,ROPR,ctx-rh-lateralorbitofrontal,FC
times_manual_GB4-RFO6_unit_1,RFO,ctx-rh-superiorfrontal,FC
times_manual_GB4-RFO6_unit_2,RFO,ctx-rh-superiorfrontal,FC
times_manual_GB4-RFO7_unit_1,RFO,ctx-rh-superiorfrontal,FC
times_manual_GC1-LA1_unit_1,LA,Left-Amygdala,AMY
times_manual_GC1-LA1_unit_2,LA,Left-Amygdala,AMY
times_manual_GC1-LA3_unit_1,LA,Left-Amygdala,AMY
times_manual_GC1-LA4_unit_1,LA,Left-Amygdala,AMY
times_manual_GC1-LA5_unit_1,LA,Left-Amygdala,AMY
times_manual_GC1-LA6_unit_1,LA,Left-Amygdala,AMY
times_manual_GC1-LA8_unit_1,LA,Left-Amygdala,AMY
times_manual_GC2-LPHG3_unit_1,LPHG,ctx-lh-parahippocampal,PHC
times_manual_GC2-LPHG5_unit_1,LPHG,ctx-lh-parahippocampal,PHC
times_manual_GC2-LPHG7_unit_1,LPHG,ctx-lh-parahippocampal,PHC
times_manual_GC2-LPHG8_unit_1,LPHG,ctx-lh-parahippocampal,PHC
times_manual_GC3-LOF1_unit_1,LOF,ctx-lh-rostralanteriorcingulate,CC
times_manual_GC3-LOF2_unit_1,LOF,ctx-lh-rostralanteriorcingulate,CC
times_manual_GC3-LOF5_unit_1,LOF,ctx-lh-rostralanteriorcingulate,CC
times_manual_GC3-LOF6_unit_1,LOF,ctx-lh-rostralanteriorcingulate,CC
times_manual_GC3-LOF6_unit_2,LOF,ctx-lh-rostralanteriorcingulate,CC
times_manual_GC3-LOF7_unit_1,LOF,ctx-lh-rostralanteriorcingulate,CC
